ts,elapsed,id,threads,tot_ops,tot_ops_s,period_ops,period_ops_s,mean_ms,p50_ms,p90_ms,p95_ms,p99_ms,max_ms,centroids
1727812807,10,__cycle__,4,2985,298,2985,298,11.43,7.3,24.39,25.61,29.36,39.17,2.689361572265625000e-04 1.000000000000000000e+00;2.691745758056640625e-04 1.000000000000000000e+00;2.791881561279296875e-04 1.000000000000000000e+00;2.827644348144531250e-04 2.000000000000000000e+00;2.830028533935546875e-04 1.000000000000000000e+00;2.880096435546875000e-04 2.000000000000000000e+00;2.911090850830078125e-04 1.000000000000000000e+00;2.932548522949218750e-04 1.000000000000000000e+00;2.961158752441406250e-04 1.000000000000000000e+00;2.968311309814453125e-04 1.000000000000000000e+00;2.970695495605468750e-04 1.000000000000000000e+00;2.980232238769531250e-04 1.000000000000000000e+00;2.989768981933593750e-04 2.000000000000000000e+00;3.018379211425781250e-04 1.000000000000000000e+00;3.020763397216796875e-04 1.000000000000000000e+00;3.027915954589843750e-04 1.000000000000000000e+00;3.030300140380859375e-04 1.000000000000000000e+00;3.039836883544921875e-04 1.000000000000000000e+00;3.049373626708984375e-04 1.000000000000000000e+00;3.068447113037109375e-04 1.000000000000000000e+00;3.077983856201171875e-04 1.000000000000000000e+00;3.080368041992187500e-04 2.000000000000000000e+00;3.089904785156250000e-04 2.000000000000000000e+00;3.097057342529296875e-04 1.000000000000000000e+00;3.101825714111328125e-04 1.000000000000000000e+00;3.108978271484375000e-04 1.000000000000000000e+00;3.130435943603515625e-04 1.000000000000000000e+00;3.139972686767578125e-04 1.000000000000000000e+00;3.147125244140625000e-04 1.000000000000000000e+00;3.168582916259765625e-04 1.000000000000000000e+00;3.170967102050781250e-04 1.000000000000000000e+00;3.187656402587890625e-04 1.000000000000000000e+00;3.190040588378906250e-04 2.000000000000000000e+00;3.199577331542968750e-04 1.000000000000000000e+00;3.211498260498046875e-04 1.000000000000000000e+00;3.221035003662109375e-04 1.000000000000000000e+00;3.230571746826171875e-04 4.000000000000000000e+00;3.238916397094726562e-04 2.000000000000000000e+00;3.249645233154296875e-04 2.000000000000000000e+00;3.269910812377929688e-04 2.000000000000000000e+00;3.285408020019531250e-04 2.000000000000000000e+00;3.305673599243164062e-04 2.000000000000000000e+00;3.324747085571289062e-04 2.000000000000000000e+00;3.330707550048828125e-04 2.000000000000000000e+00;3.346204757690429688e-04 2.000000000000000000e+00;3.370443979899088722e-04 3.000000000000000000e+00;3.390312194824218750e-04 2.000000000000000000e+00;3.392696380615234375e-04 2.000000000000000000e+00;3.399848937988281250e-04 3.000000000000000000e+00;3.409385681152343750e-04 3.000000000000000000e+00;3.416538238525390625e-04 3.000000000000000000e+00;3.423690795898437500e-04 2.000000000000000000e+00;3.437995910644531250e-04 2.000000000000000000e+00;3.448128700256347656e-04 4.000000000000000000e+00;3.461241722106933594e-04 4.000000000000000000e+00;3.468990325927734375e-04 1.000000000000000000e+00;3.471374511718750000e-04 4.000000000000000000e+00;3.483295440673828125e-04 3.000000000000000000e+00;3.499984741210937500e-04 5.000000000000000000e+00;3.509521484375000000e-04 6.000000000000000000e+00;3.538608551025390733e-04 5.000000000000000000e+00;3.556609153747558594e-04 4.000000000000000000e+00;3.566145896911621094e-04 4.000000000000000000e+00;3.581523895263671983e-04 5.000000000000000000e+00;3.594954808553059715e-04 6.000000000000000000e+00;3.615220387776692528e-04 6.000000000000000000e+00;3.625949223836263382e-04 6.000000000000000000e+00;3.642241160074869972e-04 6.000000000000000000e+00;3.655910491943359592e-04 5.000000000000000000e+00;3.666877746582031250e-04 7.000000000000000000e+00;3.679196039835612160e-04 6.000000000000000000e+00;3.695147378104073738e-04 7.000000000000000000e+00;3.708362579345703342e-04 5.000000000000000000e+00;3.725886344909667969e-04 8.000000000000000000e+00;3.736813863118489945e-04 6.000000000000000000e+00;3.750664847237723137e-04 7.000000000000000000e+00;3.767013549804687500e-04 9.000000000000000000e+00;3.779199388292100634e-04 9.000000000000000000e+00;3.794431686401367188e-04 8.000000000000000000e+00;3.813743591308593533e-04 1.000000000000000000e+01;3.834009170532226346e-04 1.000000000000000000e+01;3.852128982543945421e-04 1.000000000000000000e+01;3.869771957397460721e-04 1.000000000000000000e+01;3.897428512573242296e-04 1.000000000000000000e+01;3.935496012369791847e-04 1.200000000000000000e+01;3.972603724553034439e-04 1.300000000000000000e+01;4.004781896417791242e-04 1.100000000000000000e+01;4.019737243652343750e-04 8.000000000000000000e+00;4.040797551472981590e-04 1.200000000000000000e+01;4.073381423950195312e-04 1.200000000000000000e+01;4.105567932128905708e-04 1.300000000000000000e+01;4.137357076009114403e-04 1.200000000000000000e+01;4.171729087829589844e-04 1.200000000000000000e+01;4.199504852294921550e-04 1.500000000000000000e+01;4.246234893798828125e-04 1.500000000000000000e+01;4.312545061111450195e-04 1.600000000000000000e+01;4.373146937443659981e-04 1.300000000000000000e+01;4.423214839054988106e-04 1.300000000000000000e+01;4.485164369855608414e-04 1.400000000000000000e+01;4.537957055228097176e-04 1.400000000000000000e+01;4.622936248779296875e-04 1.800000000000000000e+01;4.719972610473632921e-04 2.000000000000000000e+01;4.819421207203584208e-04 1.700000000000000000e+01;4.903148202335133208e-04 1.700000000000000000e+01;4.982829093933105035e-04 2.000000000000000000e+01;5.098411015101841828e-04 2.100000000000000000e+01;5.234154787930574496e-04 2.200000000000000000e+01;5.381334395635695633e-04 2.100000000000000000e+01;5.579690138498941696e-04 2.400000000000000000e+01;5.776977539062500997e-04 2.500000000000000000e+01;5.935907363891602213e-04 2.000000000000000000e+01;6.024003028869630207e-04 2.000000000000000000e+01;6.144642829895019531e-04 2.000000000000000000e+01;6.269372027853261200e-04 2.300000000000000000e+01;6.376138100257286575e-04 2.600000000000000000e+01;6.493221629749644985e-04 2.200000000000000000e+01;6.594139596690303017e-04 2.300000000000000000e+01;6.712312283723250632e-04 2.300000000000000000e+01;6.816387176513671875e-04 2.400000000000000000e+01;6.880760192871093750e-04 1.800000000000000000e+01;6.960034370422363281e-04 2.400000000000000000e+01;7.045368353525798249e-04 2.400000000000000000e+01;7.152249736170615199e-04 3.100000000000000000e+01;7.274612303703061576e-04 3.100000000000000000e+01;7.376447319984436035e-04 3.200000000000000000e+01;7.503804038552677313e-04 3.400000000000000000e+01;7.674062953275792229e-04 3.400000000000000000e+01;7.787908826555523965e-04 3.500000000000000000e+01;7.927162306649344773e-04 2.800000000000000000e+01;8.044310978480747861e-04 3.500000000000000000e+01;8.199725832257952164e-04 2.800000000000000000e+01;8.339654831659226242e-04 2.100000000000000000e+01;8.503113474164689361e-04 2.800000000000000000e+01;8.706705910818918030e-04 2.800000000000000000e+01;8.904082434517996032e-04 2.800000000000000000e+01;9.091808682396298157e-04 2.100000000000000000e+01;9.663377489362443484e-04 3.500000000000000000e+01;1.036397048405238684e-03 2.800000000000000000e+01;1.108680452619280072e-03 2.800000000000000000e+01;1.376296792711530258e-03 2.800000000000000000e+01;1.034759623663765969e-02 2.800000000000000000e+01;1.760675225939069277e-02 2.800000000000000000e+01;1.810444252831595185e-02 2.800000000000000000e+01;1.845559903553553940e-02 2.800000000000000000e+01;1.875697714941842315e-02 2.800000000000000000e+01;1.899040596825735810e-02 2.800000000000000000e+01;1.921310595103672969e-02 2.800000000000000000e+01;1.943727902003697036e-02 2.800000000000000000e+01;1.958127248854864277e-02 2.100000000000000000e+01;1.976214136396135801e-02 2.800000000000000000e+01;1.990836858749389648e-02 2.800000000000000000e+01;1.999887398311070083e-02 2.800000000000000000e+01;2.009227446147373794e-02 2.800000000000000000e+01;2.020972967147827148e-02 2.800000000000000000e+01;2.034120048795427793e-02 2.800000000000000000e+01;2.056901795523507354e-02 2.800000000000000000e+01;2.078177034854888916e-02 3.200000000000000000e+01;2.098402182261149135e-02 3.000000000000000000e+01;2.111653486887613701e-02 2.400000000000000000e+01;2.124268809954325474e-02 2.400000000000000000e+01;2.138536771138508860e-02 3.000000000000000000e+01;2.148291269938151088e-02 3.000000000000000000e+01;2.165232499440511091e-02 3.000000000000000000e+01;2.182532350222269463e-02 2.400000000000000000e+01;2.192048515592302446e-02 2.800000000000000000e+01;2.197351175196030765e-02 1.700000000000000000e+01;2.202600524539039331e-02 2.100000000000000000e+01;2.209180831909179563e-02 2.500000000000000000e+01;2.218720436096191517e-02 2.500000000000000000e+01;2.225802739461263044e-02 1.500000000000000000e+01;2.231353521347045898e-02 2.000000000000000000e+01;2.236639261245727817e-02 2.000000000000000000e+01;2.245386838912963659e-02 2.000000000000000000e+01;2.259973857713782133e-02 2.300000000000000000e+01;2.273347642686631906e-02 1.800000000000000000e+01;2.282962432274451836e-02 1.300000000000000000e+01;2.289387583732604980e-02 1.600000000000000000e+01;2.294524908065796037e-02 2.000000000000000000e+01;2.303721904754638811e-02 2.000000000000000000e+01;2.308470010757446289e-02 1.200000000000000000e+01;2.315872907638549805e-02 1.600000000000000000e+01;2.323583761850992954e-02 1.200000000000000000e+01;2.329797744750976632e-02 1.500000000000000000e+01;2.338534242966595900e-02 1.700000000000000000e+01;2.347500324249267648e-02 1.000000000000000000e+01;2.355870604515075684e-02 1.600000000000000000e+01;2.366054852803548339e-02 1.500000000000000000e+01;2.373226483662923408e-02 6.000000000000000000e+00;2.379964192708333356e-02 1.500000000000000000e+01;2.386350631713867257e-02 1.500000000000000000e+01;2.392286062240600586e-02 1.200000000000000000e+01;2.398327418736049405e-02 1.400000000000000000e+01;2.403254168374197725e-02 1.400000000000000000e+01;2.410274285536545893e-02 1.300000000000000000e+01;2.415130355141379553e-02 1.100000000000000000e+01;2.419137954711914062e-02 7.000000000000000000e+00;2.429575920104980538e-02 1.000000000000000000e+01;2.439347902933756626e-02 6.000000000000000000e+00;2.446398735046386580e-02 1.000000000000000000e+01;2.453718582789103306e-02 1.200000000000000000e+01;2.460521459579467773e-02 8.000000000000000000e+00;2.467596530914306641e-02 8.000000000000000000e+00;2.474477887153625488e-02 8.000000000000000000e+00;2.480940818786621024e-02 1.000000000000000000e+01;2.488417625427246163e-02 1.000000000000000000e+01;2.491692701975504673e-02 6.000000000000000000e+00;2.494899431864420689e-02 9.000000000000000000e+00;2.499932050704956055e-02 8.000000000000000000e+00;2.503463200160435317e-02 7.000000000000000000e+00;2.508262793223063267e-02 6.000000000000000000e+00;2.514588832855224262e-02 8.000000000000000000e+00;2.518420219421386649e-02 5.000000000000000000e+00;2.522529874529157515e-02 7.000000000000000000e+00;2.529280526297433135e-02 7.000000000000000000e+00;2.539749940236409390e-02 6.000000000000000000e+00;2.550571305411202666e-02 7.000000000000000000e+00;2.559634049733479702e-02 6.000000000000000000e+00;2.567370732625325405e-02 6.000000000000000000e+00;2.572617530822753767e-02 5.000000000000000000e+00;2.579784393310546875e-02 4.000000000000000000e+00;2.584439516067504883e-02 4.000000000000000000e+00;2.589380741119384766e-02 4.000000000000000000e+00;2.592515945434570312e-02 4.000000000000000000e+00;2.595329284667968750e-02 5.000000000000000000e+00;2.598762512207031250e-02 4.000000000000000000e+00;2.609864870707194126e-02 3.000000000000000000e+00;2.613985538482666016e-02 4.000000000000000000e+00;2.623975276947021484e-02 4.000000000000000000e+00;2.634114027023315430e-02 4.000000000000000000e+00;2.639722824096679688e-02 4.000000000000000000e+00;2.653300762176513672e-02 4.000000000000000000e+00;2.668348948160807407e-02 3.000000000000000000e+00;2.677838007609049595e-02 3.000000000000000000e+00;2.686333656311035156e-02 3.000000000000000000e+00;2.692659695943196499e-02 3.000000000000000000e+00;2.695369720458984375e-02 2.000000000000000000e+00;2.699232101440429688e-02 3.000000000000000000e+00;2.703154087066650391e-02 2.000000000000000000e+00;2.704906463623046875e-02 2.000000000000000000e+00;2.711598078409830845e-02 3.000000000000000000e+00;2.718520164489746094e-02 3.000000000000000000e+00;2.724313735961914062e-02 2.000000000000000000e+00;2.735936641693115234e-02 2.000000000000000000e+00;2.745950222015380859e-02 2.000000000000000000e+00;2.751839160919189453e-02 2.000000000000000000e+00;2.754044532775878906e-02 2.000000000000000000e+00;2.769720554351806641e-02 2.000000000000000000e+00;2.799355983734130859e-02 2.000000000000000000e+00;2.818965911865234375e-02 2.000000000000000000e+00;2.830886840820312500e-02 2.000000000000000000e+00;2.833235263824462891e-02 2.000000000000000000e+00;2.873396873474121094e-02 1.000000000000000000e+00;2.879285812377929688e-02 1.000000000000000000e+00;2.899122238159179688e-02 1.000000000000000000e+00;2.900934219360351562e-02 1.000000000000000000e+00;2.901601791381835938e-02 1.000000000000000000e+00;2.901983261108398438e-02 1.000000000000000000e+00;2.903389930725097656e-02 1.000000000000000000e+00;2.903509140014648438e-02 1.000000000000000000e+00;2.924895286560058594e-02 1.000000000000000000e+00;2.929615974426269531e-02 1.000000000000000000e+00;2.935385704040527344e-02 1.000000000000000000e+00;2.936601638793945312e-02 1.000000000000000000e+00;2.950286865234375000e-02 1.000000000000000000e+00;2.965378761291503906e-02 1.000000000000000000e+00;2.983474731445312500e-02 1.000000000000000000e+00;2.986478805541992188e-02 1.000000000000000000e+00;2.987980842590332031e-02 1.000000000000000000e+00;2.995610237121582031e-02 1.000000000000000000e+00;2.996397018432617188e-02 1.000000000000000000e+00;3.000092506408691406e-02 1.000000000000000000e+00;3.004407882690429688e-02 1.000000000000000000e+00;3.011822700500488281e-02 1.000000000000000000e+00;3.047966957092285156e-02 1.000000000000000000e+00;3.088116645812988281e-02 1.000000000000000000e+00;3.091597557067871094e-02 1.000000000000000000e+00;3.091716766357421875e-02 1.000000000000000000e+00;3.099894523620605469e-02 1.000000000000000000e+00;3.105521202087402344e-02 1.000000000000000000e+00;3.109002113342285156e-02 1.000000000000000000e+00;3.114008903503417969e-02 1.000000000000000000e+00;3.233981132507324219e-02 1.000000000000000000e+00;3.242611885070800781e-02 1.000000000000000000e+00;3.248691558837890625e-02 1.000000000000000000e+00;3.277420997619628906e-02 1.000000000000000000e+00;3.283619880676269531e-02 1.000000000000000000e+00;3.302502632141113281e-02 1.000000000000000000e+00;3.339314460754394531e-02 1.000000000000000000e+00;3.354597091674804688e-02 1.000000000000000000e+00;3.369307518005371094e-02 1.000000000000000000e+00;3.443813323974609375e-02 1.000000000000000000e+00;3.916883468627929688e-02 1.000000000000000000e+00;
1727812807,10,read,4,1501,150,1501,150,0.64,0.62,0.9,1.05,1.39,4.77,2.670288085937500000e-04 2.000000000000000000e+00;2.791881561279296875e-04 1.000000000000000000e+00;2.808570861816406250e-04 2.000000000000000000e+00;2.830028533935546875e-04 1.000000000000000000e+00;2.870559692382812500e-04 1.000000000000000000e+00;2.880096435546875000e-04 1.000000000000000000e+00;2.911090850830078125e-04 1.000000000000000000e+00;2.932548522949218750e-04 1.000000000000000000e+00;2.949237823486328125e-04 1.000000000000000000e+00;2.963542938232421875e-04 1.000000000000000000e+00;2.968311309814453125e-04 1.000000000000000000e+00;2.970695495605468750e-04 2.000000000000000000e+00;2.980232238769531250e-04 1.000000000000000000e+00;3.006458282470703125e-04 1.000000000000000000e+00;3.008842468261718750e-04 1.000000000000000000e+00;3.011226654052734375e-04 1.000000000000000000e+00;3.018379211425781250e-04 1.000000000000000000e+00;3.027915954589843750e-04 1.000000000000000000e+00;3.030300140380859375e-04 1.000000000000000000e+00;3.058910369873046875e-04 1.000000000000000000e+00;3.068447113037109375e-04 2.000000000000000000e+00;3.077983856201171875e-04 1.000000000000000000e+00;3.080368041992187500e-04 2.000000000000000000e+00;3.089904785156250000e-04 2.000000000000000000e+00;3.099441528320312500e-04 1.000000000000000000e+00;3.130435943603515625e-04 2.000000000000000000e+00;3.137588500976562500e-04 1.000000000000000000e+00;3.149509429931640625e-04 1.000000000000000000e+00;3.159046173095703125e-04 1.000000000000000000e+00;3.161430358886718750e-04 1.000000000000000000e+00;3.170967102050781250e-04 2.000000000000000000e+00;3.180503845214843750e-04 1.000000000000000000e+00;3.201961517333984375e-04 1.000000000000000000e+00;3.211498260498046875e-04 2.000000000000000000e+00;3.221035003662109375e-04 3.000000000000000000e+00;3.230571746826171875e-04 2.000000000000000000e+00;3.240108489990234375e-04 3.000000000000000000e+00;3.263950347900390625e-04 2.000000000000000000e+00;3.275871276855468750e-04 2.000000000000000000e+00;3.309249877929687500e-04 1.000000000000000000e+00;3.311634063720703125e-04 3.000000000000000000e+00;3.321170806884765625e-04 2.000000000000000000e+00;3.346204757690429688e-04 2.000000000000000000e+00;3.360509872436523438e-04 2.000000000000000000e+00;3.368854522705078125e-04 1.000000000000000000e+00;3.380775451660156250e-04 4.000000000000000000e+00;3.387928009033203125e-04 2.000000000000000000e+00;3.394285837809244972e-04 3.000000000000000000e+00;3.399848937988281250e-04 3.000000000000000000e+00;3.414154052734375000e-04 3.000000000000000000e+00;3.430048624674479347e-04 3.000000000000000000e+00;3.433227539062500000e-04 2.000000000000000000e+00;3.440380096435546875e-04 3.000000000000000000e+00;3.446340560913085938e-04 2.000000000000000000e+00;3.457069396972656250e-04 2.000000000000000000e+00;3.464818000793457031e-04 4.000000000000000000e+00;3.482103347778320312e-04 4.000000000000000000e+00;3.488063812255859375e-04 1.000000000000000000e+00;3.490447998046875000e-04 5.000000000000000000e+00;3.509521484375000000e-04 3.000000000000000000e+00;3.526210784912109375e-04 4.000000000000000000e+00;3.535747528076171875e-04 2.000000000000000000e+00;3.547668457031250000e-04 4.000000000000000000e+00;3.563563028971354347e-04 3.000000000000000000e+00;3.572940826416015408e-04 5.000000000000000000e+00;3.581047058105468750e-04 4.000000000000000000e+00;3.589987754821777344e-04 4.000000000000000000e+00;3.606319427490234158e-04 5.000000000000000000e+00;3.615617752075195312e-04 2.000000000000000000e+00;3.620982170104980469e-04 4.000000000000000000e+00;3.628730773925781250e-04 3.000000000000000000e+00;3.633499145507812500e-04 4.000000000000000000e+00;3.649592399597167969e-04 4.000000000000000000e+00;3.659327824910482132e-04 6.000000000000000000e+00;3.668069839477539062e-04 6.000000000000000000e+00;3.679593404134114403e-04 3.000000000000000000e+00;3.688335418701171875e-04 5.000000000000000000e+00;3.700256347656250000e-04 4.000000000000000000e+00;3.717422485351562608e-04 5.000000000000000000e+00;3.720521926879882812e-04 4.000000000000000000e+00;3.731250762939453125e-04 7.000000000000000000e+00;3.743171691894531250e-04 6.000000000000000000e+00;3.751516342163085938e-04 6.000000000000000000e+00;3.765821456909179688e-04 8.000000000000000000e+00;3.775755564371744972e-04 6.000000000000000000e+00;3.792047500610351562e-04 8.000000000000000000e+00;3.807544708251953125e-04 9.000000000000000000e+00;3.824234008789062500e-04 8.000000000000000000e+00;3.835814339773995613e-04 7.000000000000000000e+00;3.854632377624511719e-04 8.000000000000000000e+00;3.867546717325846535e-04 6.000000000000000000e+00;3.887017567952473778e-04 6.000000000000000000e+00;3.911972045898437392e-04 1.000000000000000000e+01;3.943443298339843750e-04 1.000000000000000000e+01;3.963311513264973778e-04 6.000000000000000000e+00;3.987550735473632812e-04 1.000000000000000000e+01;4.004955291748046767e-04 1.000000000000000000e+01;4.020452499389648329e-04 1.000000000000000000e+01;4.042387008666992188e-04 8.000000000000000000e+00;4.070997238159179688e-04 1.200000000000000000e+01;4.096269607543945096e-04 1.000000000000000000e+01;4.130303859710693359e-04 8.000000000000000000e+00;4.150602552625868116e-04 9.000000000000000000e+00;4.170139630635579788e-04 1.200000000000000000e+01;4.191795984903971535e-04 6.000000000000000000e+00;4.209280014038085938e-04 8.000000000000000000e+00;4.251241683959960721e-04 1.000000000000000000e+01;4.271931118435329982e-04 9.000000000000000000e+00;4.326701164245605469e-04 1.200000000000000000e+01;4.371272193060980662e-04 9.000000000000000000e+00;4.407564798990885597e-04 9.000000000000000000e+00;4.453923967149522509e-04 9.000000000000000000e+00;4.496391002948467506e-04 1.300000000000000000e+01;4.543781280517578017e-04 1.000000000000000000e+01;4.600744981032151276e-04 1.300000000000000000e+01;4.672686258951823206e-04 1.500000000000000000e+01;4.753669102986653465e-04 1.200000000000000000e+01;4.814068476359049660e-04 1.200000000000000000e+01;4.874865214029948097e-04 1.200000000000000000e+01;4.908508724636501857e-04 9.000000000000000000e+00;4.963874816894531250e-04 1.200000000000000000e+01;5.043665568033854239e-04 1.500000000000000000e+01;5.107985602484808787e-04 9.000000000000000000e+00;5.146662394205728805e-04 9.000000000000000000e+00;5.252361297607421875e-04 1.500000000000000000e+01;5.341529846191406467e-04 1.500000000000000000e+01;5.466461181640624349e-04 1.500000000000000000e+01;5.622545878092448423e-04 1.500000000000000000e+01;5.702442593044704982e-04 9.000000000000000000e+00;5.791385968526204788e-04 1.200000000000000000e+01;5.883693695068359809e-04 1.500000000000000000e+01;5.933443705240885055e-04 9.000000000000000000e+00;6.000359853108723452e-04 1.500000000000000000e+01;6.074508031209310257e-04 1.200000000000000000e+01;6.154378255208333695e-04 1.200000000000000000e+01;6.219546000162760055e-04 1.200000000000000000e+01;6.279746691385905671e-04 1.200000000000000000e+01;6.338755289713542389e-04 1.200000000000000000e+01;6.406466166178385272e-04 1.500000000000000000e+01;6.470878918965656829e-04 1.200000000000000000e+01;6.520350774129232132e-04 1.200000000000000000e+01;6.556246015760633199e-04 9.000000000000000000e+00;6.627837816874185837e-04 1.200000000000000000e+01;6.675918896993001663e-04 1.200000000000000000e+01;6.743073463439941406e-04 1.200000000000000000e+01;6.796320279439289642e-04 1.200000000000000000e+01;6.826188829210069926e-04 9.000000000000000000e+00;6.861488024393718171e-04 1.200000000000000000e+01;6.900628407796224320e-04 1.500000000000000000e+01;6.959279378255208478e-04 1.500000000000000000e+01;6.999969482421875000e-04 9.000000000000000000e+00;7.051626841227214264e-04 1.200000000000000000e+01;7.087389628092448639e-04 1.200000000000000000e+01;7.147789001464843750e-04 1.500000000000000000e+01;7.207870483398438151e-04 1.500000000000000000e+01;7.266839345296224103e-04 1.500000000000000000e+01;7.320443789164224899e-04 1.200000000000000000e+01;7.343292236328125000e-04 6.000000000000000000e+00;7.367684290959284439e-04 1.300000000000000000e+01;7.397787911551339905e-04 7.000000000000000000e+00;7.426371941199669388e-04 1.300000000000000000e+01;7.483788899012974640e-04 1.400000000000000000e+01;7.574955622355142868e-04 1.200000000000000000e+01;7.637739181518554688e-04 1.000000000000000000e+01;7.668435573577880859e-04 8.000000000000000000e+00;7.699728012084960938e-04 1.000000000000000000e+01;7.718205451965332031e-04 8.000000000000000000e+00;7.757056843150745640e-04 1.100000000000000000e+01;7.797082265218098236e-04 1.200000000000000000e+01;7.839202880859375000e-04 1.200000000000000000e+01;7.899999618530273438e-04 1.000000000000000000e+01;7.934570312500000000e-04 8.000000000000000000e+00;7.961034774780273221e-04 1.000000000000000000e+01;8.001565933227538846e-04 1.000000000000000000e+01;8.042335510253905816e-04 1.000000000000000000e+01;8.076906204223632379e-04 1.000000000000000000e+01;8.122444152832030599e-04 1.000000000000000000e+01;8.172194163004556930e-04 9.000000000000000000e+00;8.218288421630859375e-04 6.000000000000000000e+00;8.274827684674944351e-04 7.000000000000000000e+00;8.318159315321181158e-04 9.000000000000000000e+00;8.393228054046630859e-04 8.000000000000000000e+00;8.443593978881835938e-04 8.000000000000000000e+00;8.477270603179931641e-04 8.000000000000000000e+00;8.507456098284040024e-04 7.000000000000000000e+00;8.577346801757812283e-04 5.000000000000000000e+00;8.609635489327567429e-04 7.000000000000000000e+00;8.655389149983723236e-04 6.000000000000000000e+00;8.716185887654622757e-04 6.000000000000000000e+00;8.758068084716797092e-04 5.000000000000000000e+00;8.790016174316406684e-04 5.000000000000000000e+00;8.807182312011718750e-04 4.000000000000000000e+00;8.840560913085937500e-04 6.000000000000000000e+00;8.870124816894531467e-04 5.000000000000000000e+00;8.894443511962890408e-04 5.000000000000000000e+00;8.938312530517578125e-04 4.000000000000000000e+00;8.979439735412597656e-04 4.000000000000000000e+00;9.021759033203125000e-04 5.000000000000000000e+00;9.045600891113281250e-04 5.000000000000000000e+00;9.116172790527343533e-04 5.000000000000000000e+00;9.173870086669921224e-04 5.000000000000000000e+00;9.245276451110839844e-04 4.000000000000000000e+00;9.371042251586914062e-04 4.000000000000000000e+00;9.426275889078775680e-04 3.000000000000000000e+00;9.467601776123046875e-04 3.000000000000000000e+00;9.499788284301757812e-04 4.000000000000000000e+00;9.610652923583984375e-04 4.000000000000000000e+00;9.670257568359375000e-04 3.000000000000000000e+00;9.813904762268066406e-04 4.000000000000000000e+00;9.951591491699218750e-04 4.000000000000000000e+00;1.000463962554931641e-03 4.000000000000000000e+00;1.002947489420572989e-03 3.000000000000000000e+00;1.008828481038411386e-03 3.000000000000000000e+00;1.014312108357747324e-03 3.000000000000000000e+00;1.023689905802408926e-03 3.000000000000000000e+00;1.030524571736653574e-03 3.000000000000000000e+00;1.032352447509765625e-03 2.000000000000000000e+00;1.037120819091796875e-03 2.000000000000000000e+00;1.053730646769205801e-03 3.000000000000000000e+00;1.060962677001953125e-03 3.000000000000000000e+00;1.064062118530273438e-03 2.000000000000000000e+00;1.067161560058593750e-03 2.000000000000000000e+00;1.077771186828613281e-03 2.000000000000000000e+00;1.087069511413574219e-03 2.000000000000000000e+00;1.090407371520996094e-03 2.000000000000000000e+00;1.094460487365722656e-03 2.000000000000000000e+00;1.099824905395507812e-03 2.000000000000000000e+00;1.103162765502929688e-03 2.000000000000000000e+00;1.104474067687988281e-03 2.000000000000000000e+00;1.110076904296875000e-03 2.000000000000000000e+00;1.119852066040039062e-03 2.000000000000000000e+00;1.125454902648925781e-03 2.000000000000000000e+00;1.127958297729492188e-03 2.000000000000000000e+00;1.138925552368164062e-03 1.000000000000000000e+00;1.139879226684570312e-03 1.000000000000000000e+00;1.144647598266601562e-03 1.000000000000000000e+00;1.163005828857421875e-03 1.000000000000000000e+00;1.163959503173828125e-03 1.000000000000000000e+00;1.169204711914062500e-03 1.000000000000000000e+00;1.173973083496093750e-03 1.000000000000000000e+00;1.178026199340820312e-03 1.000000000000000000e+00;1.195907592773437500e-03 1.000000000000000000e+00;1.197099685668945312e-03 1.000000000000000000e+00;1.215934753417968750e-03 1.000000000000000000e+00;1.219034194946289062e-03 1.000000000000000000e+00;1.226663589477539062e-03 1.000000000000000000e+00;1.228094100952148438e-03 1.000000000000000000e+00;1.234054565429687500e-03 1.000000000000000000e+00;1.238107681274414062e-03 1.000000000000000000e+00;1.244783401489257812e-03 1.000000000000000000e+00;1.245975494384765625e-03 1.000000000000000000e+00;1.250982284545898438e-03 1.000000000000000000e+00;1.257896423339843750e-03 1.000000000000000000e+00;1.277923583984375000e-03 1.000000000000000000e+00;1.284837722778320312e-03 1.000000000000000000e+00;1.327037811279296875e-03 1.000000000000000000e+00;1.328945159912109375e-03 1.000000000000000000e+00;1.331090927124023438e-03 1.000000000000000000e+00;1.341104507446289062e-03 1.000000000000000000e+00;1.346826553344726562e-03 1.000000000000000000e+00;1.382112503051757812e-03 1.000000000000000000e+00;1.384019851684570312e-03 1.000000000000000000e+00;1.389026641845703125e-03 1.000000000000000000e+00;1.485824584960937500e-03 1.000000000000000000e+00;1.492977142333984375e-03 1.000000000000000000e+00;1.555919647216796875e-03 1.000000000000000000e+00;1.668930053710937500e-03 1.000000000000000000e+00;1.693010330200195312e-03 1.000000000000000000e+00;2.062082290649414062e-03 1.000000000000000000e+00;2.125024795532226562e-03 1.000000000000000000e+00;2.248048782348632812e-03 1.000000000000000000e+00;2.391815185546875000e-03 1.000000000000000000e+00;2.481937408447265625e-03 1.000000000000000000e+00;4.464149475097656250e-03 1.000000000000000000e+00;4.583120346069335938e-03 1.000000000000000000e+00;4.714965820312500000e-03 1.000000000000000000e+00;4.774093627929687500e-03 1.000000000000000000e+00;
